"","HGNC.ID","Adjusted.Pvalue"
"1","HGNC:32207",0.02475286644
"2","HGNC:5099",0.0107384727
"3","HGNC:12660",0.001501501203
"4","HGNC:8820",0.001501501203
"5","HGNC:5286",0.0062719095
